instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Month,Weekday_Name,Season_Name,Weather_Condition,is_weekend,Day_Type
2402,2011-04-14,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2403,2011-04-15,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0.0,6,21,27,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2404,2011-04-15,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0.0,6,9,15,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2405,2011-04-15,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0,8,10,18,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2406,2011-04-15,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0.0,0,3,3,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2407,2011-04-15,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2408,2011-04-15,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2409,2011-04-15,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2410,2011-04-15,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2411,2011-04-15,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2412,2011-04-15,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2413,2011-04-15,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2414,2011-04-15,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2415,2011-04-15,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2416,2011-04-15,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2417,2011-04-15,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2418,2011-04-15,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2419,2011-04-15,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2420,2011-04-15,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,April,Friday,Summer,Mist or Cloudy,0,Weekday
2421,2011-04-15,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263,April,Friday,Summer,Mist or Cloudy,0,Weekday
2422,2011-04-15,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2423,2011-04-15,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,April,Friday,Summer,Mist or Cloudy,0,Weekday
2424,2011-04-15,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102,April,Friday,Summer,Mist or Cloudy,0,Weekday
2425,2011-04-15,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80,April,Friday,Summer,Mist or Cloudy,0,Weekday
2426,2011-04-15,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64,April,Friday,Summer,Mist or Cloudy,0,Weekday
2427,2011-04-16,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2428,2011-04-16,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2429,2011-04-16,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2430,2011-04-16,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2431,2011-04-16,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2432,2011-04-16,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2433,2011-04-16,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2434,2011-04-16,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2435,2011-04-16,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2436,2011-04-16,2,0,4,9,0,6,0,3,0.4,0.4091,1.0,0.2985,2,27,29,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2437,2011-04-16,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2438,2011-04-16,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2439,2011-04-16,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2440,2011-04-16,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2441,2011-04-16,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49,63,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2442,2011-04-16,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2443,2011-04-16,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2444,2011-04-16,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2445,2011-04-16,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2446,2011-04-16,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2447,2011-04-16,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2448,2011-04-16,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0.0,1,13,14,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2449,2011-04-16,2,0,4,22,0,6,0,3,0.42,0.4242,1.0,0.0,2,22,24,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2450,2011-04-16,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2451,2011-04-17,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2452,2011-04-17,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2453,2011-04-17,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2454,2011-04-17,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2455,2011-04-17,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2456,2011-04-17,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2457,2011-04-17,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2458,2011-04-17,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2459,2011-04-17,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2460,2011-04-17,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2461,2011-04-17,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2462,2011-04-17,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2463,2011-04-17,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2464,2011-04-17,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2465,2011-04-17,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,170,191,361,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2466,2011-04-17,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2467,2011-04-17,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2468,2011-04-17,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2469,2011-04-17,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2470,2011-04-17,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2471,2011-04-17,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2472,2011-04-17,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2473,2011-04-17,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2474,2011-04-17,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2475,2011-04-18,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2476,2011-04-18,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2477,2011-04-18,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2478,2011-04-18,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2479,2011-04-18,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2480,2011-04-18,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2481,2011-04-18,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0.0,3,51,54,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2482,2011-04-18,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,12,156,168,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2483,2011-04-18,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0.0,20,277,297,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2484,2011-04-18,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169,April,Monday,Summer,Mist or Cloudy,0,Weekday
2485,2011-04-18,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109,April,Monday,Summer,Mist or Cloudy,0,Weekday
2486,2011-04-18,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,36,87,123,April,Monday,Summer,Mist or Cloudy,0,Weekday
2487,2011-04-18,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,60,124,184,April,Monday,Summer,Mist or Cloudy,0,Weekday
2488,2011-04-18,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,41,128,169,April,Monday,Summer,Mist or Cloudy,0,Weekday
2489,2011-04-18,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,49,95,144,April,Monday,Summer,Mist or Cloudy,0,Weekday
2490,2011-04-18,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,64,112,176,April,Monday,Summer,Mist or Cloudy,0,Weekday
2491,2011-04-18,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,40,165,205,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2492,2011-04-18,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,66,362,428,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2493,2011-04-18,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,41,321,362,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2494,2011-04-18,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2495,2011-04-18,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2496,2011-04-18,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2497,2011-04-18,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2498,2011-04-18,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,11,35,46,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2499,2011-04-19,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2500,2011-04-19,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2501,2011-04-19,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2502,2011-04-19,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2503,2011-04-19,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2504,2011-04-19,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2505,2011-04-19,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0.0,2,63,65,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2506,2011-04-19,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0.0,22,166,188,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2507,2011-04-19,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2508,2011-04-19,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2509,2011-04-19,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2510,2011-04-19,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2511,2011-04-19,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2512,2011-04-19,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2513,2011-04-19,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2514,2011-04-19,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2515,2011-04-19,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2516,2011-04-19,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2517,2011-04-19,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2518,2011-04-19,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2519,2011-04-19,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2520,2011-04-19,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2521,2011-04-19,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2522,2011-04-19,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2523,2011-04-20,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2524,2011-04-20,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,2,5,7,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2525,2011-04-20,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,0,2,2,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2526,2011-04-20,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0.0,0,2,2,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2527,2011-04-20,2,0,4,4,0,3,1,1,0.4,0.4091,1.0,0.1045,5,4,9,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2528,2011-04-20,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2529,2011-04-20,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,2,62,64,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2530,2011-04-20,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0.0,26,211,237,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2531,2011-04-20,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2532,2011-04-20,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2533,2011-04-20,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,45,86,131,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2534,2011-04-20,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,31,87,118,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2535,2011-04-20,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2536,2011-04-20,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2537,2011-04-20,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2538,2011-04-20,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2539,2011-04-20,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2540,2011-04-20,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,34,398,432,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2541,2011-04-20,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2542,2011-04-20,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2543,2011-04-20,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2544,2011-04-20,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,38,134,172,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2545,2011-04-20,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2546,2011-04-20,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2547,2011-04-21,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2548,2011-04-21,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2549,2011-04-21,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2550,2011-04-21,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2551,2011-04-21,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2552,2011-04-21,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2553,2011-04-21,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2554,2011-04-21,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2555,2011-04-21,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2556,2011-04-21,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2557,2011-04-21,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2558,2011-04-21,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2559,2011-04-21,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2560,2011-04-21,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2561,2011-04-21,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2562,2011-04-21,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2563,2011-04-21,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2565,2011-04-21,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2566,2011-04-21,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2567,2011-04-21,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2568,2011-04-21,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2569,2011-04-21,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2570,2011-04-21,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2571,2011-04-22,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2572,2011-04-22,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2573,2011-04-22,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2574,2011-04-22,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
2575,2011-04-22,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3,April,Friday,Summer,Clear or Partly Cloudy,0,Weekday
